"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"2","0.003000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"3","0.007000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"4","0.011000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"5","0.013000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"6","0.015000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"7","0.018000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"8","0.026000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"9","0.030000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"10","0.032000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"11","0.035000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"12","0.038000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"13","0.041000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"14","0.046000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"15","0.056000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"16","0.059000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"17","0.061000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"18","0.064000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"19","0.066000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"20","0.067000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"21","0.070000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"22","0.072000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"23","0.074000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"24","0.076000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"25","0.079000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"26","0.082000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"27","0.084000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"28","0.086000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"29","0.089000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"30","0.092000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"31","0.095000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"32","0.098000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"33","0.100000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"34","0.102000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"35","0.104000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"36","0.109000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"37","0.111000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"38","0.114000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"39","0.117000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"40","0.120000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"41","0.121000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"42","0.124000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"43","0.126000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"44","0.128000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"45","0.130000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"46","0.133000","fe80::212:741c:1c:1c1c","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
