"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"2","0.002000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"3","0.004000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"4","0.007000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"5","0.010000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"6","0.012000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"7","0.014000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"8","0.018000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"9","0.021000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"10","0.024000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"11","0.027000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"12","0.029000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"13","0.033000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"14","0.037000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"15","0.043000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"16","0.046000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"17","0.052000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"18","0.055000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"19","0.059000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"20","0.060000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"21","0.063000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"22","0.066000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"23","0.070000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"24","0.074000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
