"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"2","0.002000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"3","0.004000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"4","0.007000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"5","0.009000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"6","0.011000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"7","0.015000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"8","0.019000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"9","0.024000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"10","0.028000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"11","0.032000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"12","0.034000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"13","0.039000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"14","0.045000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"15","0.050000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"16","0.053000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"17","0.055000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"18","0.058000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"19","0.063000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"20","0.066000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"21","0.070000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"22","0.073000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"23","0.075000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
"24","0.078000","fe80::212:7418:18:1818","ff02::1a","ICMPv6","66","RPL Control (DODAG Information Solicitation)"
